user1,user2,weight
190,1102,1
471,1170,2
1056,1156,2
802,1156,5
681,1156,2
919,980,2
368,681,1
368,919,1
368,471,5
471,919,2
919,1156,2
471,1156,2
173,1117,1
116,1117,2
173,1056,2
116,1056,6
173,919,1
116,173,1
116,919,2
116,1163,1
1156,1163,1
116,1001,2
116,1156,3
116,368,4
313,1026,1
994,1493,1
1001,1493,4
1117,1493,3
1430,1493,1
930,1493,1
713,1493,2
842,1493,1
346,1493,1
908,1493,3
1264,1493,1
946,1493,1
1493,1516,1
866,1493,5
1234,1493,1
0,1493,2
888,1493,2
1103,1493,1
1140,1493,1
1142,1493,1
811,922,2
811,1506,1
811,1001,2
811,1053,1
811,1117,4
811,1430,1
811,930,1
811,842,1
346,811,1
811,1264,1
811,946,1
811,1130,1
811,1042,1
811,1100,1
811,1155,1
811,1516,1
811,866,5
811,1234,1
0,811,2
811,888,1
811,1103,1
811,1140,1
811,1142,1
922,1001,1
922,1053,1
922,1516,2
888,922,1
922,1142,2
994,1053,1
994,1430,1
908,994,1
994,1042,1
994,1234,2
0,994,1
888,994,1
994,1103,1
994,1140,1
994,1056,12
1001,1506,4
1053,1506,1
930,1506,2
713,1506,1
842,1506,2
346,1506,1
1100,1506,3
1155,1506,2
888,1506,1
1103,1506,2
1142,1506,2
1056,1506,4
1001,1053,1
1001,1430,1
930,1001,1
713,1001,1
842,1001,1
346,1001,1
1001,1264,1
1001,1042,2
0,1001,2
888,1001,1
1001,1103,1
1001,1140,1
1001,1142,1
1001,1056,2
938,1001,1
1053,1430,1
930,1053,1
713,1053,1
842,1053,1
346,1053,1
908,1053,1
1053,1264,1
946,1053,1
1053,1130,1
1042,1053,2
1053,1100,2
1053,1155,1
1053,1516,1
1053,1234,1
0,1053,2
888,1053,1
1053,1103,1
1053,1056,1
938,1053,1
888,1117,1
1117,1142,2
713,1430,1
842,1430,1
1430,1516,1
888,1430,1
1056,1430,1
930,1056,3
346,713,1
713,908,3
713,946,2
713,1130,1
713,1042,1
713,1100,1
713,1234,1
0,713,1
713,888,3
713,1103,1
713,1140,1
713,1142,1
713,1056,3
713,938,1
346,842,1
842,908,1
842,1130,1
842,1042,2
842,1100,2
842,1234,1
0,842,2
842,888,1
842,1103,1
842,1140,1
842,1142,2
842,1056,3
842,938,3
0,346,3
346,888,1
346,1056,1
908,1142,1
908,1056,1
888,1264,1
1103,1264,1
1142,1264,1
1056,1264,1
888,946,1
946,1056,3
888,1130,1
1130,1142,2
1056,1130,1
888,1042,1
1042,1056,1
888,1100,1
1100,1142,10
1056,1100,12
888,1155,1
1142,1155,2
1234,1516,1
0,1516,1
1056,1516,1
938,1516,1
866,888,1
888,1234,1
1142,1234,1
1056,1234,1
0,888,1
0,1142,1
888,1103,1
888,1140,1
888,1142,1
888,1056,1
888,938,1
938,1103,1
1056,1140,3
1056,1142,3
938,1056,2
313,1156,2
902,1122,3
994,1335,2
1335,1506,2
909,1041,1
286,1041,1
286,909,3
807,994,2
842,1374,2
842,909,4
1348,1374,1
909,1374,1
1042,1374,1
0,1374,1
909,1348,1
1042,1348,1
0,1348,1
866,1348,1
1216,1348,1
909,1042,1
866,909,4
909,1216,1
1042,1216,1
0,1216,1
866,1216,1
1286,1406,1
864,1430,1
876,1430,1
803,1110,1
1062,1109,1
910,1107,4
856,1062,4
795,1121,6
485,1122,1
538,616,1
909,1234,1
681,1269,2
1103,1156,1
346,1170,3
629,1170,13
1097,1140,2
0,446,1
346,446,1
446,1140,2
376,619,4
142,481,3
481,1100,2
481,1156,3
481,1189,2
142,938,1
142,1100,2
142,1156,2
142,1189,1
142,869,2
1117,1189,1
869,1117,1
938,1156,1
938,1189,1
869,938,1
1100,1189,1
1156,1189,1
869,1189,1
1026,1081,1
929,1384,1
1246,1306,1
1041,1076,3
313,869,1
313,481,1
142,313,1
313,919,1
104,1001,1
608,919,1
428,919,1
428,608,1
837,896,1
896,1018,2
837,1018,2
801,1516,1
921,923,1
1374,1427,1
681,1186,1
707,1170,2
1035,1056,1
1023,1130,1
1121,1264,1
825,1493,7
922,1314,1
802,1314,1
802,922,1
922,1230,1
481,922,1
802,1230,1
481,802,1
156,802,1
481,1230,1
156,1230,4
156,481,1
156,811,2
156,1117,3
156,852,3
811,852,2
852,1117,2
852,1493,3
852,866,2
852,1374,2
852,1001,1
230,866,1
1001,1374,4
230,1374,1
707,1374,1
340,1374,3
230,1001,1
707,1001,1
230,707,1
230,340,1
230,1493,1
340,707,1
22,1523,1
842,1523,2
286,1523,1
22,842,1
22,286,1
286,842,1
286,1140,1
286,1142,1
1140,1230,1
608,1140,1
1142,1230,1
608,1142,1
1056,1230,6
386,1230,1
608,1056,3
386,608,1
1117,1230,16
806,1230,1
156,806,1
806,994,1
806,1068,1
994,1230,8
1068,1230,6
156,994,2
156,1068,2
994,1068,3
825,994,3
825,1068,4
825,866,1
707,866,2
707,825,3
825,1230,5
707,1230,4
707,1117,4
825,1001,2
909,1523,1
608,1523,4
608,842,4
608,909,1
909,1506,2
608,1506,2
1230,1506,3
707,994,2
707,1068,3
608,707,2
608,994,2
608,1068,2
608,825,1
230,1117,4
1374,1493,4
286,1001,1
1056,1523,3
286,1506,1
286,1117,1
916,1068,1
707,916,1
608,1117,4
166,994,3
156,608,1
156,166,1
156,866,2
166,1230,1
608,866,1
166,842,1
811,1230,1
1230,1493,1
1001,1230,1
1230,1374,1
485,1374,1
340,485,1
485,1493,1
852,1523,1
842,916,1
916,938,1
608,938,1
230,994,3
166,230,2
1001,1027,1
1027,1506,1
116,1506,1
1027,1523,1
116,1523,1
608,1001,1
1117,1523,1
1071,1460,5
874,1460,6
793,1109,1
793,1025,1
788,793,2
793,1076,2
1025,1109,1
788,1109,1
71,1109,2
1056,1109,2
824,1025,5
1025,1056,11
788,1076,12
788,824,2
71,788,4
788,1056,8
788,1408,1
154,788,12
1056,1076,19
71,824,10
824,1056,6
71,1056,5
71,1408,5
71,363,4
1056,1408,3
154,1056,14
363,1056,9
156,1001,1
1025,1105,11
711,1023,1
865,1009,2
180,363,4
15,692,1
15,844,2
1269,1516,1
980,1506,1
505,1172,2
994,1345,2
1025,1437,1
1071,1437,5
788,1437,2
71,957,2
957,1025,4
957,1071,2
363,1105,8
485,1056,1
104,487,1
22,810,1
105,1493,1
105,908,1
105,713,1
105,888,1
888,1189,1
286,1189,1
1012,1189,1
811,1189,1
0,1189,1
866,1189,1
1189,1314,1
979,1189,1
908,1189,1
919,1189,1
286,1012,1
286,811,1
0,286,2
286,866,2
286,1314,1
286,979,1
286,1493,1
286,908,1
811,1012,1
0,1012,1
866,1012,1
1012,1314,1
979,1012,1
1012,1493,1
908,1012,1
919,1012,1
811,1314,1
811,979,1
0,1314,1
0,979,1
0,919,1
866,1314,1
866,979,2
866,919,1
979,1314,1
908,1314,1
919,1314,1
979,1493,1
908,979,1
919,979,1
908,919,1
185,1264,1
185,1102,1
1374,1428,2
254,1376,2
154,827,6
930,1115,3
994,1115,9
876,1001,1
876,994,1
938,1523,1
1100,1523,1
707,1523,1
1140,1523,1
866,1523,1
156,1523,1
813,1523,1
1142,1523,1
707,938,1
813,938,1
156,1100,1
813,1100,1
707,1140,1
707,1056,1
156,707,1
707,813,1
707,1142,1
156,1140,2
813,1140,1
813,866,1
156,1056,2
813,1056,1
156,813,1
156,1142,1
813,1142,1
943,1109,2
573,943,1
573,1109,2
363,1156,3
681,1395,1
1155,1374,1
1155,1395,1
1374,1395,1
363,1046,3
363,977,4
977,1046,1
909,1286,1
1025,1170,23
824,957,2
154,943,6
1018,1023,4
154,958,11
931,1156,1
106,647,2
1098,1105,7
487,1163,1
106,732,1
929,1430,1
363,527,2
1159,1496,5
810,1100,13
1071,1113,10
994,1014,9
932,994,46
1170,1456,4
932,1456,4
629,810,14
810,1170,51
154,629,14
154,1170,12
1076,1170,28
932,1100,13
930,932,6
1071,1080,5
1170,1460,7
932,1460,7
994,1460,4
812,1097,3
116,812,2
116,1097,2
1071,1097,6
116,1071,4
812,1170,12
812,930,4
812,994,9
350,994,12
350,1170,23
350,932,20
909,994,6
909,930,1
932,1076,30
932,946,12
946,1076,7
895,1105,5
802,1105,2
350,1105,10
1105,1122,3
994,1105,12
837,1105,4
324,1105,7
810,1105,7
1097,1105,2
1105,1108,6
856,895,5
802,895,3
866,895,5
350,895,7
895,1122,1
895,994,3
895,930,2
106,895,5
837,895,1
673,895,4
895,1098,4
324,895,3
810,895,3
895,1097,4
895,1025,5
895,1108,5
802,856,7
350,856,11
856,1122,5
856,994,12
856,930,9
837,856,4
673,856,5
856,1098,8
324,856,15
810,856,12
856,1108,6
350,802,5
802,1122,5
802,930,2
106,802,3
802,837,3
673,802,3
802,1098,8
324,802,5
802,1097,6
802,1108,5
350,866,7
106,866,5
837,866,3
673,866,3
866,1098,6
810,866,18
866,1108,7
350,1122,4
350,930,5
106,350,9
350,837,3
350,673,6
350,1098,7
324,350,14
350,810,17
350,1097,14
350,1025,16
994,1122,5
106,1122,3
837,1122,2
673,1122,5
1098,1122,5
324,1122,4
810,1122,10
1097,1122,4
1025,1122,7
1108,1122,4
106,994,6
837,994,7
673,994,14
994,1098,7
324,994,15
994,1097,7
994,1025,13
994,1108,8
106,930,6
837,930,3
673,930,2
930,1098,2
930,1025,5
930,1108,2
106,837,2
106,673,3
106,1098,3
106,324,7
106,810,9
106,1097,5
106,1025,9
106,1108,3
673,837,6
837,1098,9
810,837,3
837,1097,3
837,1108,4
673,1098,10
324,673,4
673,810,5
673,1097,5
673,1025,7
673,1108,13
324,1098,11
810,1098,11
1097,1098,8
1025,1098,7
1098,1108,9
324,810,26
324,1097,12
324,1108,4
810,1097,12
1025,1097,10
1097,1108,5
1025,1108,5
324,1071,9
1056,1170,20
165,1170,10
165,1056,8
810,1056,19
165,810,12
165,1280,3
810,1280,6
1115,1280,4
165,1115,2
165,1071,4
350,1023,11
350,824,18
824,1023,6
946,1018,8
673,859,3
428,932,13
824,932,7
428,824,7
428,795,11
795,824,14
363,795,8
116,994,6
116,930,6
350,1092,4
1025,1115,5
116,810,4
626,909,4
350,626,6
626,1071,4
350,909,15
909,1071,4
350,1071,7
874,1170,6
917,1170,7
810,1460,7
917,1460,3
803,1460,3
946,1460,1
810,874,6
810,917,4
803,810,9
874,917,2
803,874,6
874,994,3
874,946,5
874,932,7
803,917,9
917,994,3
917,946,2
917,932,2
803,994,5
803,946,2
803,932,6
106,116,3
673,1170,13
673,932,12
856,932,9
438,994,3
363,994,9
116,1170,1
994,1071,14
874,1076,6
1031,1170,4
1071,1170,14
1031,1071,5
932,1122,8
1122,1170,6
324,932,25
673,1113,5
932,1023,11
1023,1170,9
824,1170,15
1170,1408,3
1076,1080,14
958,1076,8
629,1080,6
629,932,11
629,958,7
154,1080,7
932,1080,11
958,1080,8
810,1080,7
1080,1170,6
932,958,8
810,958,6
958,1170,8
363,810,11
930,1014,2
368,930,5
368,1014,10
909,1170,10
852,1100,3
856,1100,14
827,1100,7
812,1100,8
958,1100,6
1071,1100,8
803,1100,5
165,1100,3
1100,1366,4
726,1100,2
629,852,2
629,812,6
629,803,5
629,795,12
165,629,3
629,1366,6
629,726,2
852,856,5
827,852,4
812,852,3
852,958,1
852,1056,5
852,1071,3
324,852,3
803,852,6
795,852,3
165,852,2
852,1366,2
154,852,6
726,852,1
852,1076,8
827,856,6
812,856,7
856,958,4
856,1056,7
856,1071,5
803,856,7
795,856,12
165,856,7
856,1366,3
154,856,15
726,856,1
856,1076,13
812,827,9
827,958,3
827,1056,7
827,1071,7
324,827,11
803,827,7
795,827,9
165,827,2
726,827,3
812,958,5
812,1056,9
324,812,5
803,812,12
795,812,7
165,812,3
812,1366,3
154,812,6
726,812,6
812,1076,14
958,1056,5
958,1071,6
324,958,5
803,958,4
795,958,5
165,958,1
726,958,1
1056,1071,7
324,1056,6
803,1056,7
795,1056,16
1056,1366,4
726,1056,3
803,1071,4
795,1071,10
1071,1366,4
726,1071,1
324,803,7
324,795,12
165,324,6
324,1366,4
324,726,2
795,803,4
165,803,4
803,1366,3
154,803,6
726,803,4
803,1076,8
165,795,12
795,1366,5
154,795,16
726,795,2
795,1076,18
165,1366,3
165,1076,8
154,1366,10
726,1366,1
1076,1366,6
726,1076,4
1076,1105,17
1018,1076,15
1076,1115,6
1076,1496,13
860,1076,5
1076,1083,4
950,1076,4
891,1076,4
1105,1516,7
1105,1170,11
1105,1115,5
1105,1496,5
860,1105,3
1083,1105,5
950,1105,3
891,1105,5
788,1105,3
1105,1113,4
866,1018,8
1018,1516,6
994,1018,8
1018,1170,6
1018,1115,4
1018,1496,7
860,1018,4
1018,1083,9
363,1018,7
950,1018,4
891,1018,2
1018,1025,12
788,1018,10
1018,1113,13
866,1115,9
866,1496,8
860,866,4
866,1083,3
363,866,8
866,950,2
866,891,2
788,866,6
866,1113,8
866,1080,8
1115,1516,6
1496,1516,3
860,1516,3
1083,1516,3
363,1516,6
950,1516,3
891,1516,2
788,1516,3
1113,1516,3
1080,1516,5
856,1516,3
994,1496,8
860,994,4
994,1083,2
950,994,3
891,994,3
788,994,6
994,1113,6
994,1080,8
1170,1496,10
860,1170,3
1083,1170,1
363,1170,4
950,1170,1
891,1170,1
788,1170,9
1113,1170,9
856,1170,8
1162,1170,2
1115,1496,2
860,1115,2
1083,1115,1
363,1115,4
950,1115,1
891,1115,1
788,1115,2
1113,1115,1
1080,1115,2
856,1115,2
1115,1162,2
860,1496,3
1083,1496,4
363,1496,7
950,1496,2
891,1496,2
1025,1496,9
788,1496,5
1080,1496,11
856,1496,5
1162,1496,3
860,1083,2
363,860,2
860,950,1
860,891,1
860,1025,3
788,860,3
860,1113,3
860,1080,2
856,860,2
860,1162,2
816,860,3
231,860,1
802,860,2
363,1083,4
950,1083,2
891,1083,1
1025,1083,4
788,1083,2
1083,1113,4
1080,1083,5
856,1083,3
1083,1162,1
816,1083,3
231,1083,1
802,1083,2
363,950,4
363,891,2
363,1025,9
363,788,5
363,1080,9
363,856,4
363,1162,2
363,816,4
231,363,2
363,802,9
891,950,2
950,1025,4
788,950,3
950,1113,3
950,1080,4
856,950,2
950,1162,2
816,950,2
231,950,1
802,950,3
891,1025,3
788,891,3
891,1113,2
891,1080,2
856,891,5
891,1162,1
816,891,1
231,891,2
802,891,3
857,891,1
1025,1113,9
1025,1080,8
1025,1162,2
816,1025,3
231,1025,14
857,1025,3
788,1113,10
788,1080,6
788,856,9
788,1162,5
788,816,3
231,788,6
788,802,7
788,857,2
1080,1113,10
856,1113,7
1113,1162,4
231,1113,8
802,1113,5
857,1113,2
1113,1142,3
856,1080,5
1080,1162,3
816,1080,6
231,1080,5
802,1080,3
857,1080,2
1080,1142,7
501,1080,2
856,1162,3
231,856,5
501,856,3
816,1162,3
231,1162,1
802,1162,1
857,1162,1
1142,1162,2
501,1162,2
231,816,2
802,816,2
816,1142,2
816,994,2
231,802,5
231,857,1
231,1142,1
231,501,5
231,994,10
802,857,2
802,1142,4
501,802,8
501,857,2
857,994,2
501,1142,2
501,994,5
856,889,3
856,874,5
324,889,1
810,889,3
874,889,1
106,889,1
889,1025,1
889,1170,2
788,889,2
795,810,18
795,874,3
106,795,5
795,1025,10
795,1170,15
788,795,8
324,874,4
324,1170,16
106,874,2
874,1025,4
788,874,4
106,1170,7
106,788,5
810,1115,29
946,1115,9
902,1170,3
810,902,2
874,1097,3
874,1115,1
1097,1115,2
165,994,4
958,1018,7
350,684,8
180,810,4
350,1115,4
180,1115,3
180,350,3
180,1170,2
180,932,5
180,1025,1
180,324,2
180,1460,1
1025,1460,4
626,1025,2
324,1460,1
324,626,4
324,1155,6
626,1460,4
1155,1460,2
626,1155,3
626,1170,9
1108,1170,14
1023,1105,4
795,1105,9
824,1105,3
1023,1108,2
795,1108,8
824,1108,4
994,1023,7
795,994,13
824,994,7
350,795,12
795,1023,6
932,1018,29
866,932,12
363,932,23
350,1408,11
1031,1105,3
1071,1105,6
852,994,4
350,946,7
1023,1076,6
1023,1068,1
1023,1496,3
902,1023,1
810,1068,2
810,1496,8
1068,1076,2
1068,1170,1
1068,1496,1
902,1068,1
902,1496,1
810,1031,5
994,1031,3
812,932,11
812,1115,3
363,1071,14
946,1071,6
1071,1155,8
1115,1155,5
866,1437,2
363,946,3
363,1155,5
363,1437,1
346,363,3
1155,1437,1
810,1155,10
810,1437,3
810,1055,1
165,1023,3
165,1055,1
1023,1055,1
368,703,9
368,1115,3
703,810,5
703,1115,1
180,994,2
713,932,3
180,713,2
713,810,2
324,1023,6
810,1014,8
90,810,3
802,1014,4
90,802,4
90,1014,4
1014,1115,1
90,1115,2
837,858,3
858,1014,1
858,994,1
837,1014,2
874,1122,2
1071,1122,9
501,810,7
324,1014,6
324,501,6
501,1014,6
501,1023,3
1031,1122,3
1122,1158,1
629,1122,4
368,1122,10
1023,1031,2
324,1031,4
286,1031,1
1031,1158,1
629,1031,3
368,1031,2
1025,1031,3
788,1031,2
286,1023,1
1023,1158,1
1023,1025,6
788,1023,4
346,1023,3
286,810,6
810,1158,2
286,324,3
324,1158,1
994,1158,3
286,1158,1
286,629,3
286,368,3
286,1170,5
286,1025,3
286,788,2
286,346,1
629,1158,1
368,1158,2
1158,1170,2
1025,1158,1
788,1158,1
346,1158,1
629,1025,12
629,788,5
368,1170,11
368,788,9
346,368,3
346,1025,4
346,788,3
567,810,11
567,1170,8
567,1098,10
1098,1170,13
994,1121,6
567,994,8
812,866,5
866,1014,3
567,866,4
810,812,8
812,1121,4
1014,1121,4
567,1121,2
1076,1121,8
1121,1170,4
812,1014,6
567,812,5
567,1014,4
1014,1170,7
567,1076,7
154,1014,5
154,874,5
856,1014,3
874,1014,4
1098,1115,3
567,1328,3
703,1328,3
350,1328,5
629,1328,4
324,1328,5
1056,1328,5
1098,1328,5
1122,1328,2
795,1328,8
1100,1328,4
1170,1328,4
788,1328,4
231,1328,3
1097,1328,6
803,1328,4
994,1328,5
874,1328,3
1076,1328,8
1062,1328,1
527,1328,1
1155,1328,5
856,1328,2
350,567,8
567,629,5
368,567,12
324,567,3
501,567,5
567,1122,2
567,827,4
567,909,6
567,795,7
567,1100,4
567,1071,4
567,802,3
567,788,2
567,932,10
567,1097,3
567,803,2
567,874,5
567,1025,3
567,1062,2
527,567,1
567,1155,2
567,856,3
350,703,8
629,703,5
703,1014,4
324,703,2
501,703,3
703,1056,4
703,1098,6
703,1122,2
703,827,3
703,795,4
703,1100,4
703,1071,1
703,1170,5
703,802,3
703,788,2
231,703,6
703,1097,2
703,803,2
703,994,2
703,874,5
703,1025,4
703,1076,3
703,1062,1
527,703,1
703,1155,2
703,856,1
350,629,8
350,1014,4
350,368,17
350,501,5
350,1056,11
350,827,10
350,1100,9
231,350,8
350,874,6
350,1076,17
350,1062,5
350,527,1
350,1155,8
501,629,4
629,1098,6
629,909,5
231,629,7
629,1097,7
629,874,2
629,1062,2
527,629,1
1014,1056,4
1014,1098,7
1014,1122,3
827,1014,6
909,1014,3
795,1014,6
1014,1100,3
788,1014,3
932,1014,6
231,1014,3
1014,1097,3
803,1014,5
1014,1025,4
1014,1062,1
527,1014,1
1014,1155,1
810,827,8
810,909,7
231,810,9
810,1062,3
527,810,2
368,1056,12
368,1098,14
368,827,13
368,795,14
231,368,8
368,1097,9
368,803,11
368,874,8
368,1062,3
368,527,2
368,856,7
324,909,8
231,324,9
324,1062,3
324,527,1
501,1056,6
501,1098,6
501,1122,3
501,795,4
501,1071,2
501,1170,3
501,788,4
501,1097,5
501,803,3
501,874,3
501,1025,6
501,1062,2
501,527,1
501,1155,4
1056,1098,9
1056,1122,4
909,1056,7
932,1056,11
231,1056,7
1056,1097,8
874,1056,2
1056,1062,3
527,1056,2
827,1098,9
909,1098,4
795,1098,7
1098,1100,8
1071,1098,6
788,1098,6
932,1098,7
231,1098,7
803,1098,11
874,1098,6
1076,1098,13
1062,1098,4
527,1098,2
1098,1155,6
827,1122,6
909,1122,2
795,1122,4
788,1122,4
231,1122,2
803,1122,1
1076,1122,7
1062,1122,2
527,1122,1
1122,1155,5
827,909,5
827,1170,10
802,827,6
788,827,4
827,932,9
231,827,7
827,1097,5
827,994,10
827,874,3
827,1025,9
827,1062,4
527,827,4
827,1155,5
795,909,3
909,1100,7
802,909,2
788,909,4
909,1097,10
803,909,10
874,909,5
909,1025,7
909,1062,1
527,909,2
909,1155,7
856,909,5
795,802,2
231,795,4
795,1097,9
795,1062,3
527,795,1
795,1155,10
802,1100,4
788,1100,5
231,1100,8
874,1100,6
1025,1100,12
1062,1100,2
527,1100,1
231,1071,3
1062,1071,7
527,1071,2
802,1170,6
231,1170,6
1097,1170,9
1062,1170,3
527,1170,3
802,932,5
802,803,3
802,874,3
802,1062,2
527,802,1
788,803,3
788,1062,5
527,788,1
788,1155,5
231,932,9
932,1097,11
932,1062,6
527,932,3
932,1155,9
231,1097,4
231,803,6
231,874,3
231,1076,15
231,1062,2
231,527,1
231,1155,1
803,1097,8
1076,1097,9
1062,1097,3
527,1097,1
803,1025,6
803,1062,2
527,803,3
803,1155,4
994,1062,2
527,994,1
874,1062,1
527,874,1
874,1155,1
1025,1062,4
527,1025,1
1025,1155,5
1062,1076,6
527,1076,1
527,1062,1
1062,1155,4
527,1155,1
527,856,1
856,1155,4
812,874,6
629,1108,3
1100,1108,5
1076,1108,11
231,1108,4
946,1108,2
231,866,6
231,946,2
71,1456,4
810,1018,7
810,1107,2
629,1018,4
1018,1056,5
116,1018,4
231,1018,2
1018,1045,2
106,1018,2
812,1018,3
350,1018,9
1018,1107,3
1018,1080,14
116,1076,5
106,1076,7
116,629,2
629,1045,4
629,1107,1
994,1045,3
994,1107,4
1045,1056,6
106,1056,5
1056,1107,2
1056,1080,5
1056,1496,9
875,1056,1
116,231,2
116,1025,3
116,1045,3
116,932,5
116,946,2
116,350,1
116,1107,1
116,1080,3
116,1113,6
116,1496,3
116,875,1
231,1045,2
106,231,3
231,812,7
231,1107,1
231,1496,6
231,875,2
1025,1045,2
812,1025,4
1025,1107,2
875,1025,1
106,1045,2
932,1045,7
812,1045,10
946,1045,2
350,1045,9
1045,1080,4
1045,1496,4
875,1045,5
567,1045,4
703,1045,2
106,812,5
106,1080,4
106,875,1
106,567,3
875,932,1
573,932,3
812,946,2
350,812,12
812,1107,2
812,1080,9
812,1113,9
812,1496,10
812,875,5
703,812,4
573,812,1
946,1107,4
946,1080,3
946,1113,5
946,1496,4
875,946,2
567,946,3
703,946,2
573,946,1
350,1107,5
350,1080,11
350,1113,9
350,1496,14
350,875,3
350,573,2
1080,1107,3
875,1107,2
567,1107,1
573,1107,1
875,1080,2
567,1080,8
703,1080,7
573,1080,2
875,1113,1
567,1113,5
573,1113,1
875,1496,2
567,1496,11
573,1496,2
567,875,1
703,875,1
573,875,1
567,573,1
573,703,1
932,1108,5
428,810,9
810,1456,3
71,810,4
795,970,4
286,795,2
795,1456,2
71,795,4
970,1076,7
286,1076,3
1076,1456,2
350,970,6
350,428,9
350,1456,4
350,958,11
71,350,10
970,1100,6
286,1100,2
1100,1456,3
71,1100,7
629,970,5
629,1456,3
827,970,4
286,827,2
428,827,9
827,1456,1
71,827,4
368,1456,2
368,958,7
970,1056,8
286,1056,3
1056,1456,3
909,970,6
909,1456,2
909,958,6
71,909,8
970,1155,2
286,1155,1
428,1155,3
1155,1456,1
958,1155,7
71,1155,1
286,970,3
324,970,2
970,994,3
970,1170,9
856,970,3
970,1456,2
970,1097,4
932,970,3
958,970,4
71,970,2
286,428,1
286,856,1
286,1097,2
286,932,4
286,958,1
71,286,2
1025,1456,2
958,1025,5
324,1456,2
428,994,8
994,1456,1
958,994,5
71,994,6
71,1170,6
428,856,10
428,1456,2
428,1097,7
428,958,7
71,856,7
1097,1456,2
958,1456,1
958,1097,6
71,1097,6
71,932,9
71,958,5
848,1076,8
848,1031,2
810,848,7
1031,1076,5
793,1170,3
793,1113,1
154,793,3
810,1113,12
286,1121,1
165,1121,3
231,1121,5
1113,1121,4
165,286,1
286,1113,2
165,231,4
848,932,5
932,1105,11
932,1060,10
848,1105,2
848,1060,6
848,1071,1
848,1056,9
286,848,1
824,848,5
848,1170,9
848,1122,2
848,994,6
795,848,6
1056,1105,4
286,1105,1
1060,1076,8
1060,1071,7
1056,1060,7
286,1060,1
824,1060,7
1060,1170,8
810,1060,10
1060,1122,2
795,1060,12
286,1071,2
824,1071,2
286,824,1
810,824,4
824,1122,3
812,1456,2
802,958,3
1294,1408,1
1122,1496,2
860,932,4
346,860,2
154,860,4
860,1142,2
860,925,1
810,860,3
860,1100,3
860,1437,1
860,1064,1
860,946,2
860,1098,3
860,1108,2
860,941,2
925,1105,1
1064,1105,1
941,1105,5
717,1105,2
1105,1162,2
39,1105,1
910,1105,3
967,1105,2
154,1516,3
925,1516,1
1437,1516,1
1064,1516,2
1098,1516,2
1108,1516,1
941,1516,2
717,1516,2
39,1516,1
324,1516,3
910,1516,4
967,1516,1
346,932,4
932,1142,5
925,932,1
932,1437,3
932,1064,1
932,941,3
717,932,3
932,1162,3
39,932,1
910,932,4
932,967,4
346,925,1
346,1064,2
346,1113,3
346,1098,2
346,1108,1
346,941,4
346,717,3
39,346,1
346,967,1
346,1018,2
154,1142,4
154,925,1
154,1437,2
154,1064,1
154,1098,7
154,1108,8
154,941,5
154,717,5
39,154,1
154,910,4
154,967,5
154,1018,8
925,1142,1
810,1142,3
1142,1437,1
1064,1142,1
1098,1142,3
1108,1142,1
941,1142,3
717,1142,2
39,1142,2
324,1142,4
910,1142,4
967,1142,1
1018,1142,2
1071,1142,6
810,925,1
866,925,1
925,1100,1
925,1437,1
925,1064,1
925,1113,1
925,994,1
925,946,1
925,1098,1
925,1108,1
925,941,1
717,925,1
856,925,1
925,1162,1
39,925,1
324,925,1
910,925,1
925,967,1
925,1018,1
925,1071,1
810,1064,2
810,941,1
717,810,2
810,1162,3
39,810,1
810,910,2
810,967,2
866,1064,1
866,941,2
717,866,1
39,866,1
866,967,1
1100,1437,1
1064,1100,1
1100,1113,6
941,1100,6
717,1100,3
1100,1162,1
39,1100,1
910,1100,4
967,1100,1
1018,1100,5
1064,1437,1
1113,1437,2
994,1437,1
1098,1437,1
1108,1437,1
941,1437,2
717,1437,1
856,1437,2
1162,1437,1
39,1437,1
324,1437,1
910,1437,1
967,1437,1
1018,1437,1
1064,1113,2
994,1064,2
946,1064,2
1064,1098,3
1064,1108,2
941,1064,1
717,1064,1
856,1064,1
1064,1162,2
39,1064,1
324,1064,1
910,1064,3
967,1064,3
1018,1064,2
1064,1071,1
1098,1113,5
1108,1113,4
941,1113,4
717,1113,2
39,1113,2
324,1113,11
910,1113,7
967,1113,3
941,994,3
717,994,3
39,994,1
967,994,3
946,1098,2
941,946,3
717,946,2
39,946,1
946,967,3
941,1098,3
717,1098,2
1098,1162,3
39,1098,1
910,1098,3
967,1098,3
1018,1098,5
941,1108,2
717,1108,1
1108,1162,2
39,1108,2
910,1108,4
1018,1108,3
1071,1108,1
717,941,6
856,941,7
941,1162,1
39,941,1
324,941,4
941,967,2
941,1018,2
941,1071,3
717,856,5
717,1162,1
39,717,1
324,717,3
717,967,1
717,1018,2
717,1071,3
39,856,1
856,910,4
856,967,2
856,1018,4
39,1162,1
324,1162,1
910,1162,1
967,1162,2
1018,1162,4
1071,1162,2
39,324,1
39,967,1
39,1018,1
39,1071,1
324,910,3
324,967,3
324,1018,5
910,967,3
910,1071,3
967,1018,4
967,1071,2
673,824,5
116,324,2
673,1076,13
858,866,2
837,1121,2
858,1121,1
324,1121,2
932,1121,1
788,1121,3
795,837,4
795,1113,8
795,858,3
837,1113,5
231,837,4
837,932,8
837,1076,10
788,837,4
154,858,6
154,231,8
858,1113,3
231,858,1
324,858,2
858,932,1
858,1076,3
810,858,1
788,858,1
795,930,4
827,866,3
827,1105,4
827,1023,6
